1,Item,Page 17-18,Categories,Sub-Categories,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
2458,CM7009CK-BED,110,Bedroom,Beds,Y,"CM7009CK-HB-FB-DR, CM7009CK-R",Cal.King Bed w/ Drawers,Furniture of America Burlington Contemporary Cal.King Bed w/ Drawers,,2,0,0,0,17.6,185.2,"93 1/2""L X 75""W X 40 1/2""H",Contemporary,"Leatherette, Solid Wood & Others",,,Cal.King,Burlington,CM7009.jpg,Espresso,Contemporary Style,Padded Leatherette Platform Bed,6 Drawers in Rails,Solid Wood & Others,Espresso Finish,,,,,,The ultra modern platform bed is the epitome of style and function. Six extra drawers (three on each side) of this contemporary bed provide lots of extra storage. The smooth leatherette complements the deep espresso finish of the matching case goods  while creating a cool modern feel to your bedroom. -
2562,CM7725BG-CK-BED,114,Bedroom,Beds,Y,"CM7725BG-CK-HBFB, CM7725BG-CK-R","Cal.King Bed, Beige","Furniture of America CRESSIDA Contemporary Cal.King Bed, Beige",,2,0,0,0,14.7,113.96,"93 7/8""L X 80 1/8""W X 46""H",Contemporary,,,,Cal.King,CRESSIDA,CM7725BG.jpg,Beige,Contemporary Style,Padded Leatherette Platform Bed,Biscuit Style Headboard,Tapered Legs,Solid Wood & Others*,Beige,,,,,"Simple yet charming, this adorable platform bed suits all décor styles and will surely become a versatile piece to be cherished for years to come. The timeless, tufted headboard adds a touch of visual interest while maintaining the clean, classic loo k with its leatherette upholstery.  -"
2976,CM7433BG-CK-BED,129,Bedroom,Beds,Y,"CM7433BG-CK-HB, CM7433BG-CK-FBR","Cal.King Bed, Beige","Furniture of America MARIANNE Contemporary Cal.King Bed, Beige",,2,0,0,0,11.3,142.1,"90""L X 76""W X 55 1/2""H",Contemporary,,,,Cal.King,MARIANNE,CM7433BG.jpg,Beige,Contemporary Style,Platform Bed,Padded Linen-like Fabric,Patterned Nailhead Trim,Solid Wood & Others*,Beige,,,,,"Every master bedroom deserves to have a statement piece and this chic, platform bed is just that! Bringing modern appeal to a feminine design, the plush linen upholstered headboard is lined with a fun, nailhead trim pattern consisting of angling zig- zag lines.  -"
3096,CM7678BG-CK-BED,132,Bedroom,Beds,Y,"CM7678BG-CK-HB, CM7678BG-CK-FBR","Cal.King Bed, Beige","Furniture of America Ennis Contemporary Cal.King Bed, Beige",,2,0,0,0,10.5,92.6,"90 1/2""L X 74 1/2""W X 46""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",,,Cal.King,Ennis,CM7678BG.jpg,Beige,Contemporary Style,Curved Top Headboard,Detailed Stitching,Espresso Tapered Legs,Linen-like Fabric,Solid Wood/Others,Beige,,,,"Set the scene for a cozy night's sleep in this warm and inviting platform bed. The headboard top is ever so slightly curved for a modern touch, while detailed stitching runs up and down along the headboard. Padded and upholstered in linen-like fabric , this bed makes for an attractive piece and a relaxing oasis. -"
476,CM7289CK-BED,32,Bedroom,Beds,Y,"CM7289CK-HB, CM7289CK-FB, CM7289CK-R","Cal.King Bed, Black","Furniture of America BRYANT II Contemporary Cal.King Bed, Black",,3,0,0,0,19.5,146.3,"94 1/2""L X 80 1/4""W X 59 1/4""H",Contemporary,,,,Cal.King,BRYANT II,CM7289.jpg,Black,Contemporary Style,Padded Leatherette H/B,Crystal-like Acrylic Button Tufting,Crocodile Skin Textured Panel Accents,Mirror Front Panels on Top Drawers,English Dovetail Drawer Construction,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Black,,"Drift into a peaceful sleep surrounded by the glamour of this contemporary style bedroom collection. Lined with leatherette upholstery, the button tufted headboard flares back for a dramatic effect. Crocodile texturing along the case good tops and dr awer panel fronts add visual detailing that can only be topped by the mirrored top drawers and crystal-like acrylic knobs. -"
1047,CM7386BK-CK-BED,53,Bedroom,Beds,Y,"CM7386BK-CK-HB, CM7386BK-CK-FB, CM7386BK-CK-R","Cal.King Bed, Black","Furniture of America LENNART II Mid-Century Modern Cal.King Bed, Black",,3,0,0,0,12.6,138,"90 1/2""L X 80 1/2""W X 48""H",Mid-Century Modern,,,,Cal.King,LENNART II,CM7386BK.jpg,Black,Mid-Century Modern Style,Round Tapered Legs,Wooden Headboard,Recessed Drawer Handles,Optional Stand-alone Oval Mirror,Optional Matching Armoire,"Solid Wood, Wood Veneer, Others*",Black,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring a sleek black finish and wooden headboard, this panel bed is complete in a platform style with an included mattress ready slat kit. Coordinatin g case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set.  -"
1071,CM7387BK-CK-BED,53,Bedroom,Beds,Y,"CM7387BK-CK-HB, CM7387BK-CK-FB, CM7387BK-CK-R","Cal.King Bed, Black","Furniture of America LENNART II Mid-Century Modern Cal.King Bed, Black",,3,0,0,0,17.4,157.6,"91""L X 79 5/8""W X 52""H",Mid-Century Modern,,,,Cal.King,LENNART II,CM7387BK.jpg,Black,Mid-Century Modern Style,Round Tapered Legs,Fabric Headboard,Recessed Drawer Handles,Optional Stand-alone Oval Mirror,Optional Matching Armoire,"Solid Wood, Wood Veneer, Others*",Black,,,"For a quick modern update to your home, this collection will add that trendy mid-century appeal. Featuring a sleek black finish and a leatherette headboard, this panel bed is complete in a platform style with an included mattress ready slat kit. Coor dinating case goods boast slim flared legs and recessed handle drawer pulls. A choice of oval or rectangular wall mountable mirror completes this set.  -"
2135,CM7866BK-CK-BED,98,Bedroom,Beds,Y,"CM7866BK-CK-HBFB, CM7866BK-CK-R","Cal.King Bed, Black","Furniture of America LOUIS PHILIPPE III Transitional Cal.King Bed, Black",,2,0,0,0,8.7,99.21,"92 1/8""L X 78 1/4""W X 47 1/4""H",Transitional,,,,Cal.King,LOUIS PHILIPPE III,CM7866BK.jpg,Black,Transitional Style,English Dovetail Construction,Sleigh Bed,Slat Kit Included,Antique Drawer Pulls,"Solid Wood, Wood Veneer, Others",Black Finish,,,,"Style your master bedroom however you like with this classic collection, featuring a sleigh bed design with matching multi-storage case goods, all with an identical black finish. The nightstand, chest and dresser allow you to store clothes, bedding a nd any other items. Bring a unique taste to your bedroom while creating a relaxing and stylish environment. -"
2577,CM7725BK-CK-BED,114,Bedroom,Beds,Y,"CM7725BK-CK-HBFB, CM7725BK-CK-R","Cal.King Bed, Black","Furniture of America CRESSIDA Contemporary Cal.King Bed, Black",,2,0,0,0,14.7,113.96,"93 7/8""L X 80 1/8""W X 46""H",Contemporary,,,,Cal.King,CRESSIDA,CM7725BK.jpg,Black,Contemporary Style,Padded Leatherette Platform Bed,Biscuit Style Headboard,Tapered Legs,Solid Wood & Others*,Black,,,,,"Simple yet charming, this adorable platform bed suits all décor styles and will surely become a versatile piece to be cherished for years to come. The timeless, tufted headboard adds a touch of visual interest while maintaining the clean, classic loo k with its leatherette upholstery.  -"
2620,CM7421BK-CK-BED,117,Bedroom,Beds,Y,"CM7421BK-CK-HB, CM7421BK-CK-FBR","Cal.King Bed, Black","Furniture of America BETELGEUSE Contemporary Cal.King Bed, Black",,2,0,0,0,19.3,120.3,"92 1/2""L X 77 3/4""W X 54 1/2""H",Contemporary,,,,Cal.King,BETELGEUSE,CM7421BK.jpg,Black,Contemporary Style,Platform Bed,Camelback Design,Button Tufting with LED Lights,Padded Flannelette Frame,Touch Switch on Both Sides of H/B,Solid Wood & Others*,Black,,,"Fall asleep dreaming of stars with this beautiful LED headboard bed frame. Unique LED lights accentuate the button tufting and create the feeling of being outside, watching the bright twinkling lights. Upholstered in a soft padded fabric, this bed pr ovides comfort and creates a cozy atmosphere for any room. -"
2873,CM7128BK-CK-BED,126,Bedroom,Beds,Y,"CM7128BK-CK-HB, CM7128BK-CK-FB, CM7128BK-CK-R","Cal.King Bed, Black","Furniture of America NOELLA Contemporary Cal.King Bed, Black",,3,0,0,0,52.4,237.16,"113""L X 80 1/2""W X 53 1/4""H",Contemporary,,,,Cal.King,NOELLA,CM7128BK.jpg,Black,Contemporary Style,Crystal-like Acrylic Button Tufting,Nailhead Trim,Padded Flannelette,Solid Wood & Others*,Black,,,,,"Equipped with slat kits, this padded black flannelette fabric bed is available in three sizes, each of which enhance the scrolled sleigh structure and deep button tufting. The delicate curved design is accented with crystal-like acrylic buttons and t railed by shined nailhead trim. -"
2946,CM7262BK-CK-BED,128,Bedroom,Beds,Y,"CM7262BK-CK-HB, CM7262BK-CK-FBR","Cal.King Bed, Black","Furniture of America GILLIAN Contemporary Cal.King Bed, Black",,2,0,0,0,17.1,143,"90 1/2""L X 77 1/2""W X 59""H",Contemporary,,,,Cal.King,GILLIAN,CM7262BK.jpg,Black,Contemporary Style,Low Profile Bed,Padded Linen-like Fabric,Chrome Frame,Solid Wood & Others*,Black,,,,,"Make a dramatic statement in your bedroom with this striking, contemporary style bed that showcases a beautifully paneled headboard. The plush, linen upholstered frame is lined with a sleek chrome frame for a brilliant contrast that will make jaws dr op! -"
2699,CM7677BL-CK-BED,120,Bedroom,Beds,Y,"CM7677BL-CK-HB, CM7677BL-CK-FBR","Cal.King Bed, Blue","Furniture of America ANABELLE Contemporary Cal.King Bed, Blue",,2,0,0,0,10.7,125.4,"89 7/8""L X 79 1/2""W X 50 1/2""H",Contemporary,,,,Cal.King,ANABELLE,CM7677BL.jpg,Blue,Contemporary Style,Wingback Headboard Design,Nailhead Trim,Button Tufted,Padded Linen-like Fabric,Solid Wood & Others*,Blue,,,,"A bold statement piece to boost the appeal of any bedroom, this platform bed is a surefire hit to create a contemporary sleeping environment. The oversized wingback headboard features eye-catching button tufting and comes dual-lined with nailhead tri m. The linen-like upholstery comes tightly wrapped around the platform structure, ensuring a clean yet cozy visual.  -"
3006,CM7695BL-CK-BED,130,Bedroom,Beds,Y,"CM7695BL-CK-HB, CM7695BL-CK-FBR","Cal.King Bed, Blue","Furniture of America Erglow I Contemporary Cal.King Bed, Blue",,2,0,0,0,12.7,140,"90 1/2""L X 76""W X 56""H",Contemporary,"Flannelette, Solid Wood & Others",,,Cal.King,Erglow I,CM7695BL.jpg,Blue,Contemporary Style,Padded Flannelette Frame,LED Light Trim on Headboard,Touch Switch on Left Side of Bed,Slat Kit Included,Solid Wood/Others,Blue,,,,"Ideal for night owl reading enthusiasts, this flannelette upholstered bed is a must-have with its touch LED lighting trim. Scared of the dark? Just press the built-in touch button along the side and the light strip will brighten your room immediately . -"
294,CM7623BC-CK-BED,23,Bedroom,Beds,Y,"CM7623CK-HB, CM7623CK-FBC, CM7623CK-R","Cal.King Bed, Bookcase Footboard","Furniture of America COIMBRA Rustic Cal.King Bed, Bookcase Footboard",,3,0,0,0,35.5,289.52,"103 3/4""L X 85""W X 42""H",Rustic,,,,Cal.King,COIMBRA,CM7623BC.jpg,Rustic Natural Tone,Rustic Style,Low Profile Bed w/ Plank Panel Headboard,Bookcase Footboard,Felt-lined Top Drawers,Wooden Bar Handles,Slat Kit Included,"Solid Wood, Wood Veneer, Others*",Rustic Natural Tone Finish,,,"This transitional collection will be the perfect addition to any home looking to revamp their interior décor. The low profile bed features a plank style headboard and bookcase footboard for storage while all items feature a flat sturdy base with dark er toned paneling, creating a unifying visual. -"
2309,CM7603BR-CK-BED,105,Bedroom,Beds,Y,"CM7603BR-CK-HB/FB, CM7603BR-CK-R","Cal.King Bed, Brown","Furniture of America BENNETT Transitional Cal.King Bed, Brown",,2,0,0,0,38.1,200.2,"107""L X 78 1/2""W X 51 3/4""H",Transitional,"Leatherette, Solid Wood & Others",,,Cal.King,BENNETT,CM7603BR.jpg,Brown,Transitional Style,Button Tufted H/B & F/B,Nailhead Trim,Solid Wood & Others,Available in 2 Design & 2 Colors,,,,,,Put a twist on the classic sleigh bed with this curvy and elegantly designed bed. The stylish tufting and nailhead trim enhance the sleek rolled leatherette. Button tufting along the headboard and footboard creates an attractive appeal while you cozy  up in this exquisite bed. Available in brown or white. -
763,CM7068CK-BED,43,Bedroom,Beds,Y,"CM7068CK-HB, CM7068CK-FB, CM7068CK-R13","Cal.King Bed, Brown Cherry Finish","Furniture of America Enrico I Contemporary Cal.King Bed, Brown Cherry Finish",,3,0,0,0,13.7,154,"89 1/4""L X 75 1/2""W X 49""H",Contemporary,"Leatherette, Solid Wood, Wood Veneer & Others",,,Cal.King,Enrico I,CM7068.jpg,Brown Cherry,Contemporary Style,Platform Bed,Padded Leatherette H/B,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,"Update your bedroom with sleek contemporary styling and design. The platform bed features a padded leatherette headboard. Matching chest, dresser, night stand and media chest round out the up to date group and are the perfect additions to the contemp orary home. The finish comes in two colors. -"
2154,CM7866CH-CK-BED,98,Bedroom,Beds,Y,"CM7866CH-CK-HBFB, CM7866CH-CK-R","Cal.King Bed, Cherry","Furniture of America LOUIS PHILIPPE III Transitional Cal.King Bed, Cherry",,2,0,0,0,8.7,99.21,"92 1/8""L X 78 1/4""W X 47 1/4""H",Transitional,,,,Cal.King,LOUIS PHILIPPE III,CM7866CH.jpg,Cherry,Transitional Style,English Dovetail Construction,Sleigh Bed,Slat Kit Included,Antique Drawer Pulls,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,"Style your master bedroom however you like with this classic collection, featuring a sleigh bed design with matching multi-storage case goods, all with an identical cherry finish. The nightstand, chest and dresser allow you to store clothes, bedding  and any other items. Bring a unique taste to your bedroom while creating a relaxing and stylish environment. -"
3111,CM7678BL-CK-BED,132,Bedroom,Beds,Y,"CM7678BL-CK-HB, CM7678BL-CK-FBR","Cal.King Bed, Dark Blue","Furniture of America Ennis Contemporary Cal.King Bed, Dark Blue",,2,0,0,0,10.5,92.6,"90 1/2""L X 74 1/2""W X 46""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",,,Cal.King,Ennis,CM7678BL.jpg,Dark Blue,Contemporary Style,Curved Top Headboard,Detailed Stitching,Espresso Tapered Legs,Linen-like Fabric,Solid Wood/Others,Dark Blue,,,,"Set the scene for a cozy night's sleep in this warm and inviting platform bed. The headboard top is ever so slightly curved for a modern touch, while detailed stitching runs up and down along the headboard. Padded and upholstered in linen-like fabric , this bed makes for an attractive piece and a relaxing oasis. -"
3126,CM7678GY-CK-BED,132,Bedroom,Beds,Y,"CM7678GY-CK-HB, CM7678GY-CK-FBR","Cal.King Bed, Dark Gray","Furniture of America Ennis Contemporary Cal.King Bed, Dark Gray",,2,0,0,0,10.5,92.6,"90 1/2""L X 74 1/2""W X 46""H",Contemporary,"Linen-like Fabric, Solid Wood & Others",,,Cal.King,Ennis,CM7678GY.jpg,Dark Gray,Contemporary Style,Curved Top Headboard,Detailed Stitching,Espresso Tapered Legs,Linen-like Fabric,Solid Wood/Others,Dark Gray,,,,"Set the scene for a cozy night's sleep in this warm and inviting platform bed. The headboard top is ever so slightly curved for a modern touch, while detailed stitching runs up and down along the headboard. Padded and upholstered in linen-like fabric , this bed makes for an attractive piece and a relaxing oasis. -"
2500,CM7008CK-BED,112,Bedroom,Beds,Y,"CM7008CK-HB, CM7008CK-FBR","Cal.King Bed, Espresso","Furniture of America Winn Park Contemporary Cal.King Bed, Espresso",,2,0,0,0,8.2,105.6,"89 5/8""L X 76""W X 39 3/8""H",Contemporary,"Leatherette, Solid Wood & Others",,,Cal.King,Winn Park,CM7008.jpg,Espresso,,,,,,,,,,,
81,CM7831F-CK-BED,11,Bedroom,Beds,Y,"CM7831F-CK-HB, CM7831CK-FB, CM7831CK-R","Cal.King Bed, Fabric H/B","Furniture of America EMMALINE Transitional Cal.King Bed, Fabric H/B",,3,0,0,0,25.9,211.81,"91 3/8""L X 78 7/8""W X 64""H",Transitional,,,,Cal.King,EMMALINE,CM7831F.jpg,Warm Chestnut,Transitional Style,Fabric Headboard Designs,Laser Cut Drawer Panel Design,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Warm Chestnut Finish,,,,,"Subtle details add up, as proven by this gorgeous warm chestnut finished bedroom collection. Laser-cut designs along each drawer panel and the wooden headboard option bring in an effortless, romantic appeal. The warm chestnut finish is sure to emphas ize the wood craftsmanship while traditional moulding provides added sophistication and class. Choose between a linen-upholstered or wooden headboard to complete your bedroom set. -"
1207,CM7559F-CK-BED,59,Bedroom,Beds,Y,"CM7559F-CK-HB, CM7559F-CK-FB, CM7559F-CK-R","Cal.King Bed, Fabric Headboard","Furniture of America TYCHUS Transitional Cal.King Bed, Fabric Headboard",,3,0,0,0,15.6,152.85,"90 3/8""L X 79 1/4""W X 50""H",Transitional,,,,Cal.King,TYCHUS,CM7559F.jpg,Dark Oak,Transitional Style,Platform Bed,Gold Accent Drawer Handles and Corners,Hidden Drawer in Night Stand,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Fabric Headboard,Dark Oak Finish,,,"An eclectic design with tons of character, this dark oak bedroom collection makes a statement like no other! Rustic, wood grain details, and a padded fabric headboard provide a warmth to a space that will make even the coldest winters feel cozy. Cont rasting gold finished handles, legs and corner braces add a beautifully chic touch to complete this platform bed and its spacious matching case goods. -"
944,CM7782CK-BED,50,Bedroom,Beds,Y,"CM7782CK-HB, CM7782CK-FB, CM7782CK-R","Cal.King Bed, Gray","Furniture of America SNYDER II Contemporary Cal.King Bed, Gray",,3,0,0,0,14.3,139.8,"89""L X 79 1/2""W X 48""H",Contemporary,,,,Cal.King,SNYDER II,CM7782.jpg,Gray,Contemporary Style,Padded Leatherette Headboard,Platform Bed,Mid-Century Case Goods Legs,Button Tufted,Chrome Bar Pull Handles,"Solid Wood, Wood Veneer, Others",Gray Finish,,,"When updating your bedroom decor, let this set offer stress-free ease with its coordinating pieces. The perfect ensemble of contemporary and modern design, this set is a must have. With its flattering and easy-to-pair coloring, the tufted faux leathe r bed offers a platform design with a convenient low profile footboard. Complimenting case goods with ample storage space complete the subtly refined appearance. -"
